#,ResourceGroupID,Id,AvailableCapacity,FreeCapacity,Start,HasFiniteCapacity
2854,G_RTRAIN1,G_RTRAIN1_Seq_5,1 day,1 day,2020-04-20 00:00:00,FALSE
2855,G_ATO2,G_ATO2_Seq_25,1 day,1 day,2020-05-10 00:00:00,FALSE
2856,G_TRFCN,G_TRFCN_Seq_37,1 day,1 day,2020-05-22 00:00:00,FALSE
2857,G_TFO1,G_TFO1_Seq_9,1 day,1 day,2020-04-24 00:00:00,FALSE
2858,G_RTRAIN9,G_RTRAIN9_Seq_31,1 day,1 day,2020-05-16 00:00:00,FALSE
2859,G_ANOH,G_ANOH_Seq_32,1 day,1 day,2020-05-17 00:00:00,FALSE
2860,G_UPAT,G_UPAT_Seq_33,1 day,1 day,2020-05-18 00:00:00,FALSE
2861,G_RTRAIN4,G_RTRAIN4_Seq_0,1 day,1 day,2020-04-15 00:00:00,FALSE
2862,G_TRFCN,G_TRFCN_Seq_31,1 day,1 day,2020-05-16 00:00:00,FALSE
2863,G_TFO1,G_TFO1_Seq_34,1 day,1 day,2020-05-19 00:00:00,FALSE
2864,G_ATO2,G_ATO2_Seq_22,1 day,1 day,2020-05-07 00:00:00,FALSE
2865,G_TRFCNG,G_TRFCNG_Seq_2,1 day,1 day,2020-04-17 00:00:00,FALSE
2866,G_RTRAIN5,G_RTRAIN5_Seq_34,1 day,1 day,2020-05-19 00:00:00,FALSE
2867,G_UPAT,G_UPAT_Seq_11,1 day,1 day,2020-04-26 00:00:00,FALSE
2868,G_RTRAIN2,G_RTRAIN2_Seq_21,1 day,1 day,2020-05-06 00:00:00,FALSE
2869,G_RTRAIN13,G_RTRAIN13_Seq_22,1 day,1 day,2020-05-07 00:00:00,FALSE
2870,G_RTRAIN9,G_RTRAIN9_Seq_43,1 day,1 day,2020-05-28 00:00:00,FALSE
2871,G_TRUCK2,G_TRUCK2_Seq_33,1 day,1 day,2020-05-18 00:00:00,FALSE
2872,G_RTRAIN9,G_RTRAIN9_Seq_2,1 day,1 day,2020-04-17 00:00:00,FALSE
2873,G_AOAD,G_AOAD_Seq_20,1 day,1 day,2020-05-05 00:00:00,FALSE
2874,G_TFO1,G_TFO1_Seq_33,1 day,1 day,2020-05-18 00:00:00,FALSE
2875,G_ATO2,G_ATO2_Seq_36,1 day,1 day,2020-05-21 00:00:00,FALSE
2876,G_RTRAIN15,G_RTRAIN15_Seq_2,1 day,1 day,2020-04-17 00:00:00,FALSE
2877,G_RTRAIN16,G_RTRAIN16_Seq_0,1 day,1 day,2020-04-15 00:00:00,FALSE
2878,G_CMO2,G_CMO2_Seq_29,1 day,1 day,2020-05-14 00:00:00,FALSE
2879,G_TRUCK1,G_TRUCK1_Seq_42,1 day,1 day,2020-05-27 00:00:00,FALSE
2880,G_RTRAIN1,G_RTRAIN1_Seq_31,1 day,1 day,2020-05-16 00:00:00,FALSE
2881,G_UPAT,G_UPAT_Seq_19,1 day,1 day,2020-05-04 00:00:00,FALSE
2882,G_ATO2,G_ATO2_Seq_34,1 day,1 day,2020-05-19 00:00:00,FALSE
2883,G_AR7T,G_AR7T_Seq_23,1 day,1 day,2020-05-08 00:00:00,FALSE
2884,G_AR10T,G_AR10T_Seq_44,1 day,1 day,2020-05-29 00:00:00,FALSE
2885,G_TRFCAR1,G_TRFCAR1_Seq_32,1 day,1 day,2020-05-17 00:00:00,FALSE
2886,G_RTRAIN12,G_RTRAIN12_Seq_43,1 day,1 day,2020-05-28 00:00:00,FALSE
2887,G_MCUTG,G_MCUTG_Seq_37,1 day,1 day,2020-05-22 00:00:00,FALSE
2888,G_MCUTG,G_MCUTG_Seq_39,1 day,1 day,2020-05-24 00:00:00,FALSE
2889,G_RTRAIN3,G_RTRAIN3_Seq_21,1 day,1 day,2020-05-06 00:00:00,FALSE
2890,G_AOAD,G_AOAD_Seq_37,1 day,1 day,2020-05-22 00:00:00,FALSE
2891,G_TRUCK2,G_TRUCK2_Seq_4,1 day,1 day,2020-04-19 00:00:00,FALSE
2892,G_TRFCN,G_TRFCN_Seq_2,1 day,1 day,2020-04-17 00:00:00,FALSE
2893,G_TRFCAR1,G_TRFCAR1_Seq_2,1 day,1 day,2020-04-17 00:00:00,FALSE
2894,G_TRUCK1,G_TRUCK1_Seq_7,1 day,1 day,2020-04-22 00:00:00,FALSE
2895,G_TRUCK4,G_TRUCK4_Seq_22,1 day,1 day,2020-05-07 00:00:00,FALSE
2896,G_RTRAIN13,G_RTRAIN13_Seq_1,1 day,1 day,2020-04-16 00:00:00,FALSE
2897,G_VSL1,G_VSL1_Seq_40,1 day,1 day,2020-05-25 00:00:00,FALSE
2898,G_NORD,G_NORD_Seq_37,1 day,1 day,2020-05-22 00:00:00,FALSE
2899,G_TRUCK6,G_TRUCK6_Seq_44,1 day,1 day,2020-05-29 00:00:00,FALSE
2900,G_AR7T,G_AR7T_Seq_35,1 day,1 day,2020-05-20 00:00:00,FALSE
2901,G_RTRAIN8,G_RTRAIN8_Seq_40,1 day,1 day,2020-05-25 00:00:00,FALSE
2902,G_DSD,G_DSD_Seq_0,1 day,1 day,2020-04-15 00:00:00,FALSE
2903,G_AR3T,G_AR3T_Seq_2,1 day,1 day,2020-04-17 00:00:00,FALSE
2904,G_RTRAIN3,G_RTRAIN3_Seq_38,1 day,1 day,2020-05-23 00:00:00,FALSE
2905,G_RTRAIN16,G_RTRAIN16_Seq_30,1 day,1 day,2020-05-15 00:00:00,FALSE
2906,G_ANOH,G_ANOH_Seq_36,1 day,1 day,2020-05-21 00:00:00,FALSE
2907,G_TRFCN,G_TRFCN_Seq_1,1 day,1 day,2020-04-16 00:00:00,FALSE
2908,G_RTRAIN16,G_RTRAIN16_Seq_26,1 day,1 day,2020-05-11 00:00:00,FALSE
2909,G_TRUCK6,G_TRUCK6_Seq_36,1 day,1 day,2020-05-21 00:00:00,FALSE
2910,G_OTGRT,G_OTGRT_Seq_8,1 day,1 day,2020-04-23 00:00:00,FALSE
2911,G_AR3T,G_AR3T_Seq_13,1 day,1 day,2020-04-28 00:00:00,FALSE
2912,G_AR6T,G_AR6T_Seq_13,1 day,1 day,2020-04-28 00:00:00,FALSE
2913,G_ANOH,G_ANOH_Seq_41,1 day,1 day,2020-05-26 00:00:00,FALSE
2914,G_RTRAIN13,G_RTRAIN13_Seq_44,1 day,1 day,2020-05-29 00:00:00,FALSE
2915,G_RTRAIN8,G_RTRAIN8_Seq_3,1 day,1 day,2020-04-18 00:00:00,FALSE
2916,G_ARG2T,G_ARG2T_Seq_5,1 day,1 day,2020-04-20 00:00:00,FALSE
2917,G_RTRAIN7,G_RTRAIN7_Seq_31,1 day,1 day,2020-05-16 00:00:00,FALSE
2918,G_ARG2T,G_ARG2T_Seq_0,1 day,1 day,2020-04-15 00:00:00,FALSE
2919,G_TFO1,G_TFO1_Seq_21,1 day,1 day,2020-05-06 00:00:00,FALSE
2920,G_RTRAIN9,G_RTRAIN9_Seq_23,1 day,1 day,2020-05-08 00:00:00,FALSE
2921,G_RTRAIN16,G_RTRAIN16_Seq_24,1 day,1 day,2020-05-09 00:00:00,FALSE
2922,G_RTRAIN3,G_RTRAIN3_Seq_43,1 day,1 day,2020-05-28 00:00:00,FALSE
2923,G_RTRAIN7,G_RTRAIN7_Seq_25,1 day,1 day,2020-05-10 00:00:00,FALSE
2924,G_TRUCK2,G_TRUCK2_Seq_28,1 day,1 day,2020-05-13 00:00:00,FALSE
2925,G_RTRAIN12,G_RTRAIN12_Seq_6,1 day,1 day,2020-04-21 00:00:00,FALSE
2926,G_MCUTG,G_MCUTG_Seq_34,1 day,1 day,2020-05-19 00:00:00,FALSE
2927,G_RTRAIN7,G_RTRAIN7_Seq_18,1 day,1 day,2020-05-03 00:00:00,FALSE
2928,G_RTRAIN3,G_RTRAIN3_Seq_36,1 day,1 day,2020-05-21 00:00:00,FALSE
2929,G_MCUTG,G_MCUTG_Seq_26,1 day,1 day,2020-05-11 00:00:00,FALSE
2930,G_TRUCK4,G_TRUCK4_Seq_34,1 day,1 day,2020-05-19 00:00:00,FALSE
2931,G_TRUCK3,G_TRUCK3_Seq_5,1 day,1 day,2020-04-20 00:00:00,FALSE
2932,G_RTRAIN3,G_RTRAIN3_Seq_13,1 day,1 day,2020-04-28 00:00:00,FALSE
2933,G_ARG2T,G_ARG2T_Seq_6,1 day,1 day,2020-04-21 00:00:00,FALSE
2934,G_TRUCK4,G_TRUCK4_Seq_15,1 day,1 day,2020-04-30 00:00:00,FALSE
2935,G_RTRAIN1,G_RTRAIN1_Seq_15,1 day,1 day,2020-04-30 00:00:00,FALSE
2936,G_CMO2,G_CMO2_Seq_12,1 day,1 day,2020-04-27 00:00:00,FALSE
2937,G_TRUCK5,G_TRUCK5_Seq_39,1 day,1 day,2020-05-24 00:00:00,FALSE
2938,G_RTRAIN13,G_RTRAIN13_Seq_11,1 day,1 day,2020-04-26 00:00:00,FALSE
2939,G_TRFCNG,G_TRFCNG_Seq_22,1 day,1 day,2020-05-07 00:00:00,FALSE
2940,G_UPAT,G_UPAT_Seq_4,1 day,1 day,2020-04-19 00:00:00,FALSE
2941,G_CMO1,G_CMO1_Seq_1,1 day,1 day,2020-04-16 00:00:00,FALSE
2942,G_RTRAIN9,G_RTRAIN9_Seq_10,1 day,1 day,2020-04-25 00:00:00,FALSE
2943,G_AR6T,G_AR6T_Seq_7,1 day,1 day,2020-04-22 00:00:00,FALSE
2944,G_TRUCK4,G_TRUCK4_Seq_36,1 day,1 day,2020-05-21 00:00:00,FALSE
2945,G_RTRAIN16,G_RTRAIN16_Seq_21,1 day,1 day,2020-05-06 00:00:00,FALSE
2946,G_RTRAIN2,G_RTRAIN2_Seq_8,1 day,1 day,2020-04-23 00:00:00,FALSE
2947,G_RTRAIN9,G_RTRAIN9_Seq_18,1 day,1 day,2020-05-03 00:00:00,FALSE
2948,G_ARG2T,G_ARG2T_Seq_9,1 day,1 day,2020-04-24 00:00:00,FALSE
2949,G_TRUCK3,G_TRUCK3_Seq_8,1 day,1 day,2020-04-23 00:00:00,FALSE
2950,G_RTRAIN13,G_RTRAIN13_Seq_14,1 day,1 day,2020-04-29 00:00:00,FALSE
2951,G_RTRAIN4,G_RTRAIN4_Seq_19,1 day,1 day,2020-05-04 00:00:00,FALSE
2952,G_RTRAIN6,G_RTRAIN6_Seq_2,1 day,1 day,2020-04-17 00:00:00,FALSE
2953,G_RTRAIN7,G_RTRAIN7_Seq_43,1 day,1 day,2020-05-28 00:00:00,FALSE
2954,G_RTRAIN13,G_RTRAIN13_Seq_36,1 day,1 day,2020-05-21 00:00:00,FALSE
2955,G_RTRAIN2,G_RTRAIN2_Seq_43,1 day,1 day,2020-05-28 00:00:00,FALSE
2956,G_AR10T,G_AR10T_Seq_13,1 day,1 day,2020-04-28 00:00:00,FALSE
2957,G_RTRAIN2,G_RTRAIN2_Seq_22,1 day,1 day,2020-05-07 00:00:00,FALSE
2958,G_TFO1,G_TFO1_Seq_20,1 day,1 day,2020-05-05 00:00:00,FALSE
2959,G_TRUCK4,G_TRUCK4_Seq_6,1 day,1 day,2020-04-21 00:00:00,FALSE
2960,G_TRFCAR1,G_TRFCAR1_Seq_42,1 day,1 day,2020-05-27 00:00:00,FALSE
2961,G_AR3T,G_AR3T_Seq_32,1 day,1 day,2020-05-17 00:00:00,FALSE
2962,G_TRUCK5,G_TRUCK5_Seq_13,1 day,1 day,2020-04-28 00:00:00,FALSE
2963,G_RTRAIN2,G_RTRAIN2_Seq_28,1 day,1 day,2020-05-13 00:00:00,FALSE
2964,G_TRUCK4,G_TRUCK4_Seq_4,1 day,1 day,2020-04-19 00:00:00,FALSE
2965,G_RTRAIN6,G_RTRAIN6_Seq_3,1 day,1 day,2020-04-18 00:00:00,FALSE
2966,G_CMO2,G_CMO2_Seq_23,1 day,1 day,2020-05-08 00:00:00,FALSE
2967,G_TRUCK6,G_TRUCK6_Seq_29,1 day,1 day,2020-05-14 00:00:00,FALSE
2968,G_STRS1H,G_STRS1H_Seq_35,1 day,1 day,2020-05-20 00:00:00,FALSE
2969,G_RTRAIN9,G_RTRAIN9_Seq_3,1 day,1 day,2020-04-18 00:00:00,FALSE
2970,G_RTRAIN5,G_RTRAIN5_Seq_22,1 day,1 day,2020-05-07 00:00:00,FALSE
2971,G_AR6T,G_AR6T_Seq_9,1 day,1 day,2020-04-24 00:00:00,FALSE
2972,G_RTRAIN3,G_RTRAIN3_Seq_23,1 day,1 day,2020-05-08 00:00:00,FALSE
2973,G_MCUTG,G_MCUTG_Seq_13,1 day,1 day,2020-04-28 00:00:00,FALSE
2974,G_AOAD,G_AOAD_Seq_23,1 day,1 day,2020-05-08 00:00:00,FALSE
2975,G_RTRAIN8,G_RTRAIN8_Seq_26,1 day,1 day,2020-05-11 00:00:00,FALSE
2976,G_RTRAIN6,G_RTRAIN6_Seq_42,1 day,1 day,2020-05-27 00:00:00,FALSE
2977,G_RTRAIN15,G_RTRAIN15_Seq_29,1 day,1 day,2020-05-14 00:00:00,FALSE
2978,G_RTRAIN16,G_RTRAIN16_Seq_25,1 day,1 day,2020-05-10 00:00:00,FALSE
2979,G_RTRAIN12,G_RTRAIN12_Seq_9,1 day,1 day,2020-04-24 00:00:00,FALSE
2980,G_AOAD,G_AOAD_Seq_7,1 day,1 day,2020-04-22 00:00:00,FALSE
2981,G_TRUCK5,G_TRUCK5_Seq_35,1 day,1 day,2020-05-20 00:00:00,FALSE
2982,G_CMO2,G_CMO2_Seq_2,1 day,1 day,2020-04-17 00:00:00,FALSE
2983,G_TRFCAR1,G_TRFCAR1_Seq_31,1 day,1 day,2020-05-16 00:00:00,FALSE
2984,G_RTRAIN2,G_RTRAIN2_Seq_20,1 day,1 day,2020-05-05 00:00:00,FALSE
2985,G_TRUCK5,G_TRUCK5_Seq_8,1 day,1 day,2020-04-23 00:00:00,FALSE
2986,G_TRUCK1,G_TRUCK1_Seq_29,1 day,1 day,2020-05-14 00:00:00,FALSE
2987,G_MCUTG,G_MCUTG_Seq_21,1 day,1 day,2020-05-06 00:00:00,FALSE
2988,G_ARG2T,G_ARG2T_Seq_36,1 day,1 day,2020-05-21 00:00:00,FALSE
2989,G_AR3T,G_AR3T_Seq_27,1 day,1 day,2020-05-12 00:00:00,FALSE
2990,G_TRFCAR1,G_TRFCAR1_Seq_5,1 day,1 day,2020-04-20 00:00:00,FALSE
2991,G_CMO1,G_CMO1_Seq_35,1 day,1 day,2020-05-20 00:00:00,FALSE
2992,G_TRFCAR1,G_TRFCAR1_Seq_30,1 day,1 day,2020-05-15 00:00:00,FALSE
2993,G_AR6T,G_AR6T_Seq_11,1 day,1 day,2020-04-26 00:00:00,FALSE
2994,G_AR3T,G_AR3T_Seq_10,1 day,1 day,2020-04-25 00:00:00,FALSE
2995,G_TRUCK5,G_TRUCK5_Seq_26,1 day,1 day,2020-05-11 00:00:00,FALSE
2996,G_RTRAIN16,G_RTRAIN16_Seq_14,1 day,1 day,2020-04-29 00:00:00,FALSE
2997,G_RTRAIN1,G_RTRAIN1_Seq_11,1 day,1 day,2020-04-26 00:00:00,FALSE
2998,G_OTGRO2,G_OTGRO2_Seq_29,1 day,1 day,2020-05-14 00:00:00,FALSE
2999,G_TRUCK1,G_TRUCK1_Seq_6,1 day,1 day,2020-04-21 00:00:00,FALSE
3000,G_CMO2,G_CMO2_Seq_41,1 day,1 day,2020-05-26 00:00:00,FALSE
3001,G_CMO1,G_CMO1_Seq_15,1 day,1 day,2020-04-30 00:00:00,FALSE
3002,G_AR6T,G_AR6T_Seq_2,1 day,1 day,2020-04-17 00:00:00,FALSE
3003,G_TRFCNG,G_TRFCNG_Seq_6,1 day,1 day,2020-04-21 00:00:00,FALSE
3004,G_TRUCK4,G_TRUCK4_Seq_17,1 day,1 day,2020-05-02 00:00:00,FALSE
3005,G_TRFCN,G_TRFCN_Seq_42,1 day,1 day,2020-05-27 00:00:00,FALSE
3006,G_TRUCK5,G_TRUCK5_Seq_22,1 day,1 day,2020-05-07 00:00:00,FALSE
3007,G_RTRAIN6,G_RTRAIN6_Seq_0,1 day,1 day,2020-04-15 00:00:00,FALSE
3008,G_TRUCK1,G_TRUCK1_Seq_0,1 day,1 day,2020-04-15 00:00:00,FALSE
3009,G_DSD,G_DSD_Seq_37,1 day,1 day,2020-05-22 00:00:00,FALSE
3010,G_OTGRO2,G_OTGRO2_Seq_27,1 day,1 day,2020-05-12 00:00:00,FALSE
3011,G_ARG2T,G_ARG2T_Seq_15,1 day,1 day,2020-04-30 00:00:00,FALSE
3012,G_AR10T,G_AR10T_Seq_31,1 day,1 day,2020-05-16 00:00:00,FALSE
3013,G_CMO1,G_CMO1_Seq_2,1 day,1 day,2020-04-17 00:00:00,FALSE
3014,G_NORD,G_NORD_Seq_36,1 day,1 day,2020-05-21 00:00:00,FALSE
3015,G_TRFCAR1,G_TRFCAR1_Seq_20,1 day,1 day,2020-05-05 00:00:00,FALSE
3016,G_ATO2,G_ATO2_Seq_35,1 day,1 day,2020-05-20 00:00:00,FALSE
3017,G_RTRAIN11,G_RTRAIN11_Seq_43,1 day,1 day,2020-05-28 00:00:00,FALSE
3018,G_ATO2,G_ATO2_Seq_40,1 day,1 day,2020-05-25 00:00:00,FALSE
3019,G_RTRAIN12,G_RTRAIN12_Seq_28,1 day,1 day,2020-05-13 00:00:00,FALSE
3020,G_RTRAIN2,G_RTRAIN2_Seq_29,1 day,1 day,2020-05-14 00:00:00,FALSE
3021,G_TRUCK6,G_TRUCK6_Seq_22,1 day,1 day,2020-05-07 00:00:00,FALSE
3022,G_TRUCK4,G_TRUCK4_Seq_42,1 day,1 day,2020-05-27 00:00:00,FALSE
3023,G_NORD,G_NORD_Seq_0,1 day,1 day,2020-04-15 00:00:00,FALSE
3024,G_RTRAIN2,G_RTRAIN2_Seq_39,1 day,1 day,2020-05-24 00:00:00,FALSE
3025,G_TRUCK2,G_TRUCK2_Seq_7,1 day,1 day,2020-04-22 00:00:00,FALSE
3026,G_RTRAIN13,G_RTRAIN13_Seq_16,1 day,1 day,2020-05-01 00:00:00,FALSE
3027,G_ATO2,G_ATO2_Seq_42,1 day,1 day,2020-05-27 00:00:00,FALSE
3028,G_AR6T,G_AR6T_Seq_12,1 day,1 day,2020-04-27 00:00:00,FALSE
3029,G_RTRAIN13,G_RTRAIN13_Seq_3,1 day,1 day,2020-04-18 00:00:00,FALSE
3030,G_TRFCAR1,G_TRFCAR1_Seq_22,1 day,1 day,2020-05-07 00:00:00,FALSE
3031,G_CMO2,G_CMO2_Seq_28,1 day,1 day,2020-05-13 00:00:00,FALSE
3032,G_RTRAIN4,G_RTRAIN4_Seq_16,1 day,1 day,2020-05-01 00:00:00,FALSE
3033,G_DSD,G_DSD_Seq_36,1 day,1 day,2020-05-21 00:00:00,FALSE
3034,G_RTRAIN3,G_RTRAIN3_Seq_37,1 day,1 day,2020-05-22 00:00:00,FALSE
3035,G_AR7T,G_AR7T_Seq_24,1 day,1 day,2020-05-09 00:00:00,FALSE
3036,G_OTGRO2,G_OTGRO2_Seq_22,1 day,1 day,2020-05-07 00:00:00,FALSE
3037,G_RTRAIN13,G_RTRAIN13_Seq_40,1 day,1 day,2020-05-25 00:00:00,FALSE
3038,G_RTRAIN9,G_RTRAIN9_Seq_26,1 day,1 day,2020-05-11 00:00:00,FALSE
3039,G_TRFCN,G_TRFCN_Seq_36,1 day,1 day,2020-05-21 00:00:00,FALSE
3040,G_OTGRH,G_OTGRH_Seq_43,1 day,1 day,2020-05-28 00:00:00,FALSE
3041,G_TRUCK2,G_TRUCK2_Seq_20,1 day,1 day,2020-05-05 00:00:00,FALSE
3042,G_AR7T,G_AR7T_Seq_19,1 day,1 day,2020-05-04 00:00:00,FALSE
3043,G_RTRAIN7,G_RTRAIN7_Seq_16,1 day,1 day,2020-05-01 00:00:00,FALSE
3044,G_RTRAIN1,G_RTRAIN1_Seq_7,1 day,1 day,2020-04-22 00:00:00,FALSE
3045,G_TRFCNG,G_TRFCNG_Seq_0,1 day,1 day,2020-04-15 00:00:00,FALSE
3046,G_ATO2,G_ATO2_Seq_38,1 day,1 day,2020-05-23 00:00:00,FALSE
3047,G_RTRAIN8,G_RTRAIN8_Seq_15,1 day,1 day,2020-04-30 00:00:00,FALSE
3048,G_RTRAIN7,G_RTRAIN7_Seq_15,1 day,1 day,2020-04-30 00:00:00,FALSE
3049,G_AR7T,G_AR7T_Seq_36,1 day,1 day,2020-05-21 00:00:00,FALSE
3050,G_TRUCK5,G_TRUCK5_Seq_9,1 day,1 day,2020-04-24 00:00:00,FALSE
3051,G_CMO2,G_CMO2_Seq_44,1 day,1 day,2020-05-29 00:00:00,FALSE
3052,G_RTRAIN12,G_RTRAIN12_Seq_15,1 day,1 day,2020-04-30 00:00:00,FALSE
3053,G_AR6T,G_AR6T_Seq_10,1 day,1 day,2020-04-25 00:00:00,FALSE
3054,G_TRUCK5,G_TRUCK5_Seq_34,1 day,1 day,2020-05-19 00:00:00,FALSE
3055,G_TRUCK4,G_TRUCK4_Seq_24,1 day,1 day,2020-05-09 00:00:00,FALSE
3056,G_TFO1,G_TFO1_Seq_13,1 day,1 day,2020-04-28 00:00:00,FALSE
3057,G_TRUCK2,G_TRUCK2_Seq_18,1 day,1 day,2020-05-03 00:00:00,FALSE
3058,G_AR6T,G_AR6T_Seq_20,1 day,1 day,2020-05-05 00:00:00,FALSE
3059,G_ANOH,G_ANOH_Seq_35,1 day,1 day,2020-05-20 00:00:00,FALSE
3060,G_RTRAIN2,G_RTRAIN2_Seq_4,1 day,1 day,2020-04-19 00:00:00,FALSE
3061,G_CMO1,G_CMO1_Seq_44,1 day,1 day,2020-05-29 00:00:00,FALSE
3062,G_MCUTG,G_MCUTG_Seq_3,1 day,1 day,2020-04-18 00:00:00,FALSE
3063,G_RTRAIN2,G_RTRAIN2_Seq_36,1 day,1 day,2020-05-21 00:00:00,FALSE
3064,G_TRUCK1,G_TRUCK1_Seq_33,1 day,1 day,2020-05-18 00:00:00,FALSE
3065,G_AR10T,G_AR10T_Seq_8,1 day,1 day,2020-04-23 00:00:00,FALSE
3066,G_OTGRT,G_OTGRT_Seq_27,1 day,1 day,2020-05-12 00:00:00,FALSE
3067,G_MCUTG,G_MCUTG_Seq_10,1 day,1 day,2020-04-25 00:00:00,FALSE
3068,G_RTRAIN16,G_RTRAIN16_Seq_39,1 day,1 day,2020-05-24 00:00:00,FALSE
3069,G_RTRAIN2,G_RTRAIN2_Seq_18,1 day,1 day,2020-05-03 00:00:00,FALSE
3070,G_TRUCK1,G_TRUCK1_Seq_5,1 day,1 day,2020-04-20 00:00:00,FALSE
3071,G_RTRAIN12,G_RTRAIN12_Seq_19,1 day,1 day,2020-05-04 00:00:00,FALSE
3072,G_RTRAIN3,G_RTRAIN3_Seq_0,1 day,1 day,2020-04-15 00:00:00,FALSE
3073,G_RTRAIN5,G_RTRAIN5_Seq_19,1 day,1 day,2020-05-04 00:00:00,FALSE
3074,G_MCUTG,G_MCUTG_Seq_2,1 day,1 day,2020-04-17 00:00:00,FALSE
3075,G_RTRAIN7,G_RTRAIN7_Seq_40,1 day,1 day,2020-05-25 00:00:00,FALSE
3076,G_RTRAIN5,G_RTRAIN5_Seq_29,1 day,1 day,2020-05-14 00:00:00,FALSE
3077,G_RTRAIN9,G_RTRAIN9_Seq_44,1 day,1 day,2020-05-29 00:00:00,FALSE
3078,G_RTRAIN7,G_RTRAIN7_Seq_10,1 day,1 day,2020-04-25 00:00:00,FALSE
3079,G_CMO1,G_CMO1_Seq_3,1 day,1 day,2020-04-18 00:00:00,FALSE
3080,G_RTRAIN5,G_RTRAIN5_Seq_36,1 day,1 day,2020-05-21 00:00:00,FALSE
3081,G_RTRAIN3,G_RTRAIN3_Seq_39,1 day,1 day,2020-05-24 00:00:00,FALSE
3082,G_AR10T,G_AR10T_Seq_21,1 day,1 day,2020-05-06 00:00:00,FALSE
3083,G_ANOH,G_ANOH_Seq_39,1 day,1 day,2020-05-24 00:00:00,FALSE
3084,G_AR6T,G_AR6T_Seq_25,1 day,1 day,2020-05-10 00:00:00,FALSE
3085,G_UPAG,G_UPAG_Seq_44,1 day,1 day,2020-05-29 00:00:00,FALSE
3086,G_RTRAIN9,G_RTRAIN9_Seq_8,1 day,1 day,2020-04-23 00:00:00,FALSE
3087,G_AR10T,G_AR10T_Seq_19,1 day,1 day,2020-05-04 00:00:00,FALSE
3088,G_TRFCNG,G_TRFCNG_Seq_4,1 day,1 day,2020-04-19 00:00:00,FALSE
3089,G_AR10T,G_AR10T_Seq_3,1 day,1 day,2020-04-18 00:00:00,FALSE
3090,G_RTRAIN5,G_RTRAIN5_Seq_15,1 day,1 day,2020-04-30 00:00:00,FALSE
3091,G_TRUCK6,G_TRUCK6_Seq_13,1 day,1 day,2020-04-28 00:00:00,FALSE
3092,G_AR6T,G_AR6T_Seq_33,1 day,1 day,2020-05-18 00:00:00,FALSE
3093,G_RTRAIN16,G_RTRAIN16_Seq_22,1 day,1 day,2020-05-07 00:00:00,FALSE
3094,G_AR6T,G_AR6T_Seq_28,1 day,1 day,2020-05-13 00:00:00,FALSE
3095,G_RTRAIN7,G_RTRAIN7_Seq_12,1 day,1 day,2020-04-27 00:00:00,FALSE
3096,G_RTRAIN2,G_RTRAIN2_Seq_44,1 day,1 day,2020-05-29 00:00:00,FALSE
3097,G_RTRAIN7,G_RTRAIN7_Seq_37,1 day,1 day,2020-05-22 00:00:00,FALSE
3098,G_TRFCAR1,G_TRFCAR1_Seq_37,1 day,1 day,2020-05-22 00:00:00,FALSE
3099,G_TRUCK6,G_TRUCK6_Seq_21,1 day,1 day,2020-05-06 00:00:00,FALSE
3100,G_TRUCK3,G_TRUCK3_Seq_6,1 day,1 day,2020-04-21 00:00:00,FALSE
3101,G_RTRAIN16,G_RTRAIN16_Seq_44,1 day,1 day,2020-05-29 00:00:00,FALSE
3102,G_AOAD,G_AOAD_Seq_13,1 day,1 day,2020-04-28 00:00:00,FALSE
3103,G_AR6T,G_AR6T_Seq_42,1 day,1 day,2020-05-27 00:00:00,FALSE
3104,G_TRUCK1,G_TRUCK1_Seq_12,1 day,1 day,2020-04-27 00:00:00,FALSE
3105,G_RTRAIN1,G_RTRAIN1_Seq_2,1 day,1 day,2020-04-17 00:00:00,FALSE
3106,G_RTRAIN16,G_RTRAIN16_Seq_41,1 day,1 day,2020-05-26 00:00:00,FALSE
3107,G_RTRAIN8,G_RTRAIN8_Seq_30,1 day,1 day,2020-05-15 00:00:00,FALSE
3108,G_TFO1,G_TFO1_Seq_31,1 day,1 day,2020-05-16 00:00:00,FALSE
3109,G_RTRAIN4,G_RTRAIN4_Seq_9,1 day,1 day,2020-04-24 00:00:00,FALSE
3110,G_AR3T,G_AR3T_Seq_11,1 day,1 day,2020-04-26 00:00:00,FALSE
3111,G_OTGRT,G_OTGRT_Seq_26,1 day,1 day,2020-05-11 00:00:00,FALSE
3112,G_OTGRO2,G_OTGRO2_Seq_37,1 day,1 day,2020-05-22 00:00:00,FALSE
3113,G_RTRAIN4,G_RTRAIN4_Seq_27,1 day,1 day,2020-05-12 00:00:00,FALSE
3114,G_AR7T,G_AR7T_Seq_2,1 day,1 day,2020-04-17 00:00:00,FALSE
3115,G_TRUCK4,G_TRUCK4_Seq_16,1 day,1 day,2020-05-01 00:00:00,FALSE
3116,G_TRFCN,G_TRFCN_Seq_34,1 day,1 day,2020-05-19 00:00:00,FALSE
3117,G_RTRAIN7,G_RTRAIN7_Seq_0,1 day,1 day,2020-04-15 00:00:00,FALSE
3118,G_TRUCK1,G_TRUCK1_Seq_13,1 day,1 day,2020-04-28 00:00:00,FALSE
3119,G_TRFCNG,G_TRFCNG_Seq_13,1 day,1 day,2020-04-28 00:00:00,FALSE
