#;COLAlloc;Quantity;MinQuantity;MaxQuantity;HasSalesBudgetReservation;RequiresOrderCombination;NrOfActiveRoutingChainUpstream;SelectedShippingShop;Вид ГП;DeliveryType;ImgPlannedStatus;RoutingId;Name;ProductId;ProductName;LatestDesiredDeliveryDate;ProductSpecificationId;ResourceGroupIds
3098;40375805/22;36;30,6;39,6;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;9D278B0B524B746F30B8669CFB0EC92B;G_OTGRH
3099;40364702/58;9,4;5,05;13,85;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;7EA5126DE597A15AF168CA69408F7316;G_OTGRH
3100;40363461/3;5,2;0;11,58;ИСТИНА;ЛОЖЬ;2;13;ПГТД;РЛН;ImgPlannedStatusUpstreamNotPlanned;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;3-мая-2020;7F9C67F6A5FDE6D05045831791DE26D8;G_OTGRH, G_VSL1
3101;40373681/73;80;72;88;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН РСП;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;797A1A1F970681C5A445AA79DCD0DD31;G_OTGRH
3102;40371530/19;65;55,25;71,5;ИСТИНА;ЛОЖЬ;16;15;ПХОПП;РЛН;ImgPlannedStatus2;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;3-мая-2020;CB65625732CB3D1A743DBEC87691F3D0;G_OTGRD
3103;40372223/3;100;85;110;ИСТИНА;ЛОЖЬ;2;13;ПГО;РЛН РСП;ImgPlannedStatus2;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;3-мая-2020;0D8D0F6BFF2CECC8F4907C688F84853A;G_OTGRH
3104;40367695/4;64;54,4;70,4;ИСТИНА;ЛОЖЬ;2;13;ПГО;РЛН;ImgPlannedStatus3;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;3-мая-2020;07127749617E814755BCAB4F246B6CBE;G_OTGRH
3105;40374574/1;200;180;210;ИСТИНА;ЛОЖЬ;666;15;ПХО;ЛНТ;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;C461ECBE3E734342D828E0F13F8F0A0D;G_OTGRH
3106;40371491/2;7;5,6;8,4;ИСТИНА;ЛОЖЬ;4;15;ПХИ;РЛН РСП;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;3-мая-2020;C5BA20FEB659EF722710C67474BC17D2;G_OTGRD, G_VSL1
3107;40372478/7;60;51;69;ИСТИНА;ЛОЖЬ;2;13;ПГТ;РЛН;ImgPlannedStatus2;40358864|1|02|001T;Отгрузка ЦХПП;QHF_0103200_C;Г/к травленый прокат углеродистой стали;3-мая-2020;2F9DA4FF67189BE3E87CB9D9D295010B;G_OTGRH
3108;40364706/1;272;244,8;285,6;ИСТИНА;ЛОЖЬ;2;13;ПГТД;ЛСТ;ImgPlannedStatus3;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;3-мая-2020;D4E633C849B30ED7752172595AA711F9;G_OTGRH, G_VSL1
3109;40375142/6;44;37,4;48,4;ИСТИНА;ЛОЖЬ;16;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;D552B0DC1F04C3E435F1D87BCB8CC18D;G_OTGRG
3110;40375630/1;60;51;66;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;6689AC79A9E133767B2E49DEDAF905A5;G_OTGRH
3111;40363358/1;128;108,8;140,8;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;EDFD8EEB491EEAC4CE80316A3B3DF6D8;G_OTGRH
3112;40364570/2;60;51;66;ИСТИНА;ЛОЖЬ;2;13;ПХТД;ЛСТ;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;829C8976816BD3F064239820D9A15998;G_OTGRH
3113;40364702/37;95;80,75;104,5;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;2EB44756C1064F3D6DB643E7568F8CDF;G_OTGRH
3114;40367695/6;64;54,4;70,4;ИСТИНА;ЛОЖЬ;2;13;ПГО;РЛН;ImgPlannedStatus3;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;3-мая-2020;73D89FAE1C344755DDD9BD34D2379430;G_OTGRH
3115;40373138/13;102;91,8;107,1;ИСТИНА;ЛОЖЬ;4;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;4D7212031BED70912FDA91683E4A0E1F;G_OTGRG
3116;40374331/5;60;51;66;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;CAD5A9AF319723DC2752E37D195FC7C7;G_OTGRH
3117;40373771/5;62;52,7;68,2;ИСТИНА;ЛОЖЬ;2;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;4DB110A57FBBD25EBEC7203BCD0C4D1D;G_OTGRG
3118;40367968/9;102;91,8;112,2;ИСТИНА;ЛОЖЬ;4;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;3D692828EC1FDADEF5C03DD18BDBC86A;G_OTGRG
3119;40375686/3;60;51;66;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;94C50318900D6D86CAC9F359153398EE;G_OTGRH
3120;40375847/1;60;51;66;ИСТИНА;ЛОЖЬ;4;13;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;3-мая-2020;53E001D00AD9EBE7E8D53E41985AFC3E;G_OTGRD
3121;40373681/12;46;39,1;50,6;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;DB732BB316C8F969170E632B060EA37F;G_OTGRH
3122;40373423/1;168;151,2;176,4;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;F048A494EE1AECD8BC207724425B81B1;G_OTGRH
3123;40368635/1;84,5;58,9;97,3;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;065E46F881A025339AD410EA982E4A46;G_OTGRH
3124;40356246/1;130;123,5;136,5;ИСТИНА;ЛОЖЬ;3;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;C5AA83991341AED4580B27ECB04A26E6;G_OTGRG
3125;40371526/2;44;37,4;48,4;ИСТИНА;ЛОЖЬ;4;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;4A38AC9B79C634C7AEF96F8C9078AC77;G_OTGRG
3126;40373263/5;44;37,4;48,4;ИСТИНА;ЛОЖЬ;12;13;ПХТД;ЛСТ;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;8585C7DE489329F273B0E7EE2EED7C9A;G_OTGRH
3127;40364437/1;8,4;0;21,24;ИСТИНА;ЛОЖЬ;20;13;ПХТД;РЛН;ImgPlannedStatusUpstreamNotPlanned;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;A8570172C6BBE138C68A0E670DAA5EF2;G_OTGRH
3128;40374930/10;65;55,25;71,5;ИСТИНА;ЛОЖЬ;16;15;ПХОПП;РЛН;ImgPlannedStatus2;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;3-мая-2020;3B3897DD356A99257C2663ECA614D7EC;G_OTGRD
3129;40375848/2;325;292,5;341,25;ИСТИНА;ЛОЖЬ;16;15;ПХОПП;РЛН;ImgPlannedStatus2;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;3-мая-2020;DC45AD277912BCD9A01A97FCE7551C8F;G_OTGRD
3130;40364139/2;1,8;0;6,61;ИСТИНА;ЛОЖЬ;4;13;ПХО;ЛСТ;ImgPlannedStatusUpstreamNotPlanned;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;A477F9EBEE0EA7D89C900CFF69875648;G_OTGRH
3131;40373420/1;60;51;66;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;0EEFF57069F4C1B393CB03E44442ACF0;G_OTGRH
3132;40364702/38;22;17,6;26,4;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;B1DD07A974FE78F4C7E780A13800AC71;G_OTGRH
3133;40375830/2;40;34;44;ИСТИНА;ЛОЖЬ;2;13;ПГТД;РЛН;ImgPlannedStatus3;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;3-мая-2020;0F6BB42C2EACD6AF9C59DBA215FE8834;G_OTGRH, G_VSL1
3134;40372323/1;65;55,25;71,5;ИСТИНА;ЛОЖЬ;2;13;ПГТД;ЛСТ;ImgPlannedStatus3;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;3-мая-2020;A1955925189DC256E33701E872A8477C;G_OTGRH, G_VSL1
3135;40358308/1;2,8;0;5,82;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН;ImgPlannedStatusUpstreamNotPlanned;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;56BFA9AC8FF0F79943563580EDAB6E62;G_OTGRH
3136;40363344/1;7,3;0;15,28;ИСТИНА;ЛОЖЬ;16;13;ПХТД;РЛН;ImgPlannedStatusUpstreamNotPlanned;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;4C4E9BDBA37FF22703A23CBFD9BDD38E;G_OTGRH
3137;40371147/3;204;183,6;214,2;ИСТИНА;ЛОЖЬ;2;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;1DFF66E86C6C007A043AC42FF7115087;G_OTGRG
3138;40372966/4;68;61,2;74,8;ИСТИНА;ЛОЖЬ;2;13;ПХО;ЛСТ;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;DC74A59E16CEE882F4D19BA0DD2C16E5;G_OTGRH
3139;40373125/23;24;19,2;28,8;ИСТИНА;ЛОЖЬ;2;13;ПГО;РЛН;ImgPlannedStatus2;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;3-мая-2020;1A6B5CBC55CDA1B16C7DB274B694824A;G_OTGRH
3140;40375865/1;24;19,2;28,8;ИСТИНА;ЛОЖЬ;6;13;ПХТД;ЛСТ;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;3F9698DA81602FDBCFA5BFC523BAF582;G_OTGRH
3141;40358901/1;4;0;10,39;ИСТИНА;ЛОЖЬ;16;15;ПХО;РЛН;ImgPlannedStatusUpstreamNotPlanned;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;E1A021CAB2E7054B12441F72C378251D;G_OTGRH
3142;40375367/5;90;81;99;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;2859DAA8CD0BB6554681587889B0BB58;G_OTGRH
3143;40375305/7;57;48,45;62,7;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;C4F9D8C77E37DBD47824166A0C51A3BA;G_OTGRH
3144;40373681/17;50;42,5;55;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;A7CD7C79238DF02F6E9BB8E228D34953;G_OTGRH
3145;40367451/19;78,4;59,22;88,02;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;97683C758536CE01AF8011E509D5FB84;G_OTGRH
3146;40364054/9;40;34;44,4;ИСТИНА;ЛОЖЬ;2;13;ПХО;РЛН;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;46ED2D8A3104E6DBF951EE8446C3AD14;G_OTGRH
3147;40373373/20;120;90;150;ИСТИНА;ЛОЖЬ;1;7;С;-;ImgPlannedStatus2;40360493|1|01|001T;Отгрузка КЦ-2;QHF_0102100_T;Товарный сляб;3-мая-2020;D6D0CE9E71D75ECB592E1B4FD5B2E789;G_OTGRO2
3148;40368267/1;65;58,5;71,5;ИСТИНА;ЛОЖЬ;2;13;ПГТД;РЛН;ImgPlannedStatus3;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;3-мая-2020;8E4DF7B5135B370FC088FD35FD4B014B;G_OTGRH, G_VSL1
3149;40371530/13;130;117;143;ИСТИНА;ЛОЖЬ;96;15;ПХОПП;РЛН;ImgPlannedStatus2;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;3-мая-2020;43593A37CCE7E6301BE444D439C6F15C;G_OTGRD
3150;40364258/1;433,1;381,86;484,26;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;E0385238276377A6D80C9A4B939DECE1;G_OTGRH
3151;40359924/1;30,5;21,46;38,26;ИСТИНА;ЛОЖЬ;32;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;904E58C75E8735C8E9CF8BA03490DD52;G_OTGRH
3152;40375642/2;60;51;66;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;696D69549CAF471AFF78ED0277C03E15;G_OTGRH
3153;40363393/5;5;0;11,85;ИСТИНА;ЛОЖЬ;2;13;ПГТД;РЛН;ImgPlannedStatus2;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;3-мая-2020;EB20C35B06156AA546B3658DEA61CD5F;G_OTGRH, G_VSL1
3154;40368391/1;102;91,8;112,2;ИСТИНА;ЛОЖЬ;8;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;F5AA24AA7878BAF859C049D371119B96;G_OTGRG
3155;40364225/6;20;16;24;ИСТИНА;ЛОЖЬ;56;13;ПХТД;ЛСТ;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;6CAA405680A8F79CA4D553229A115154;G_OTGRH
3156;40358725/4;9,8;4,96;14,56;ИСТИНА;ЛОЖЬ;2;13;ПГТД;ЛСТ;ImgPlannedStatus3;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;3-мая-2020;21AE9C6B67FFC5BDC21D02203C3CC069;G_OTGRH, G_VSL1
3157;40364498/2;40;32;48;ИСТИНА;ЛОЖЬ;1;15;ПХИ;ЛНТ;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;3-мая-2020;1EF1747AE43635BC61870CFE4F499B95;G_OTGRD, G_VSL1
3158;40373446/11;520;494;546;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;C14616C01E4F9404A107209F6BDE5D72;G_OTGRG
3159;40374930/1;65;55,25;71,5;ИСТИНА;ЛОЖЬ;16;15;ПХОПП;РЛН;ImgPlannedStatus2;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;3-мая-2020;3A3C3522B973471C87C68FF74500B412;G_OTGRD
3160;40374888/6;44;37,4;48,4;ИСТИНА;ЛОЖЬ;16;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;CEBFCB1F43FDE6278059BFA1DA36890E;G_OTGRG
3161;40375971/2;260;234;273;ИСТИНА;ЛОЖЬ;16;15;ПХОПП;РЛН;ImgPlannedStatus3;40258662|2|01|006T;Отгрузка ЦДС;QHF_0104133_C;Х/к оцинкованный прокат с полимерным покрытием;3-мая-2020;850F3042C872F75CFBBF6A7EB399E51D;G_OTGRD
3162;40375367/4;40;34;44;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;2227CA36A34DE3A9D1041347E280AC35;G_OTGRH
3163;40368588/1;100;90;110;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;2FB06F44EA5392A41A4828998E98B2A5;G_OTGRH
3164;40368327/8;27,2;17,56;33,56;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;34D700B8F0E8C37D9C0E5B1EF588938E;G_OTGRH
3165;40357390/1;195;185,25;204,75;ИСТИНА;ЛОЖЬ;3;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;5129BC61168245140748F8C375B45F38;G_OTGRG
3166;40371184/1;25;22,5;27,5;ИСТИНА;ЛОЖЬ;1;15;ПХИ;РЛН РСП;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;3-мая-2020;DAACAD6E5C92CB0C23EC08B2AA2C3F67;G_OTGRD, G_VSL1
3167;40373681/14;140;126;147;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;D9A7B17ED528283284AEB7EEC8665CDB;G_OTGRH
3168;40368187/6;64;54,4;70,4;ИСТИНА;ЛОЖЬ;2;13;ПГО;РЛН;ImgPlannedStatus2;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;3-мая-2020;E8A6AFB58B87DB34B24C192B5B0E7F4B;G_OTGRH
3169;40372408/4;60;51;66;ИСТИНА;ЛОЖЬ;2;13;ПХТД;РЛН;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;82FFBE730BCAD88687D23C29ECAA293B;G_OTGRH
3170;40373233/2;20;17;22;ИСТИНА;ЛОЖЬ;2;12;ПГ;ЛСТ;ImgPlannedStatus2;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;EB70D6FFF018B20D86302682C96F7586;G_OTGRG
3171;40372740/6;30;24;33;ИСТИНА;ЛОЖЬ;48;13;ПХТД;ЛСТ;ImgPlannedStatus2;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;CECAF26D651446E07C64B538435953D6;G_OTGRH
3172;40359172/1;12;0,85;23,25;ИСТИНА;ЛОЖЬ;2;13;ПГТД;ЛСТ;ImgPlannedStatus3;40355763|1|02|001T;Отгрузка ЦХПП;QHF_0103300_C;Г/к травленый дрессированный прокат углеродистой стали;3-мая-2020;CEBDDD3DE15C8D25EE72495873EC1C23;G_OTGRH, G_VSL1
3173;40356245/1;65;61,75;68,25;ИСТИНА;ЛОЖЬ;2;12;ПГ;РЛН;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;81F01178DFC94033E54A37D02C871AE9;G_OTGRG
3174;40371142/1;40;34;44;ИСТИНА;ЛОЖЬ;2;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;76BFD6A8F81869727D9329D1AB088D95;G_OTGRH
3175;40372491/3;24;19,2;28,8;ИСТИНА;ЛОЖЬ;12;13;ПХТД;ЛСТ;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;63EFE296AB81C9D53338F1F67CD272C0;G_OTGRH
3176;40373536/1;280;252;294;ИСТИНА;ЛОЖЬ;1;15;ПХИ;ЛНТ;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;3-мая-2020;8013FAD77D3DA849B1CA3F7D916AB8BA;G_OTGRD, G_VSL1
3177;40371147/1;112;100,8;123,2;ИСТИНА;ЛОЖЬ;4;12;ПГ;ЛСТ;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;2D689F1618AF2E4A3E5A9826901EBF82;G_OTGRG
3178;40375510/1;60;51;66;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;CF54DCBF000EFBFF3D1403792C8B77D1;G_OTGRH
3179;40371223/1;8,2;2,16;14,16;ИСТИНА;ЛОЖЬ;4;15;ПХИ;РЛН;ImgPlannedStatus2;40351434|1|01|001T;Отгрузка ЦДС;QHF_0104120_X;Х/к термообработанный прокат динамной стали;3-мая-2020;85E7D22AE6DDBED60A4E2AD73089BC99;G_OTGRD, G_VSL1
3180;40372322/1;128;108,8;140,8;ИСТИНА;ЛОЖЬ;4;13;ПГО;ЛНТ;ImgPlannedStatus2;40184372|3|02|001T;Отгрузка ЦХПП;QHF_0103400_C;Г/к оцинкованный прокат углеродистой стали;3-мая-2020;66D992F1FF5C1585ED49B3B39B8A8A33;G_OTGRH
3181;40367624/2;10,4;4,38;14,38;ИСТИНА;ЛОЖЬ;18;15;ПХО;РЛН;ImgPlannedStatus2;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;7BD27E11B4D450A01244B7B466620B64;G_OTGRH
3182;40375305/4;128;115,2;140,8;ИСТИНА;ЛОЖЬ;4;13;ПХО;РЛН РСП;ImgPlannedStatus3;40184372|1|02|001T;Отгрузка ЦХПП;QHF_0104131_C;Х/к оцинкованный прокат углеродистой стали;3-мая-2020;1850B86CEC4952AB0FC113D9787D3901;G_OTGRH
3183;40367968/6;102;91,8;112,2;ИСТИНА;ЛОЖЬ;8;12;ПГ;ЛСТ;ImgPlannedStatus3;40184367|1|01|003T;Отгрузка ЦГП;QHF_0103100_C;Г/к прокат углеродистой стали;3-мая-2020;C151EBEE213D4DDC6060E464574F53CE;G_OTGRG
3184;40375805/21;64;54,4;70,4;ИСТИНА;ЛОЖЬ;4;13;ПХТД;РЛН;ImgPlannedStatus3;40184259|1|01|059T;Отгрузка ЦХПП;QHF_0104120_C;Х/к термообработанный прокат углеродистой стали;3-мая-2020;B50CAB6E0EAD060370BB039C84928834;G_OTGRH
